respondent_id,district,poll_id,w_buyer,w_consumer,phone_type,product_preference,better_product,purchase_propensity
379,az02,az02-1,1.0043,0.6169,Cell,A,A is Better,Almost certain
380,az02,az02-1,1.1694,1.2886,Cell,A,A is Better,Very likely
381,az02,az02-1,1.1009,0.6956,Landline,A,A is Better,Almost certain
382,az02,az02-1,1.0622,0.7153,Cell,A,A is Better,Almost certain
383,az02,az02-1,0.696,0.4471,Cell,A,A is Better,Almost certain
384,az02,az02-1,0.9266,0.5207,Landline,B,A is Better,Almost certain
385,az02,az02-1,0.844,0.7245,Cell,A,A is Better,Very likely
386,az02,az02-1,0.6343,0.3892,Landline,A,A is Better,Almost certain
387,az02,az02-1,1.5286,1.32,Landline,A,A is Better,Very likely
388,az02,az02-1,0.7549,0.4877,Landline,B,B is Better,Almost certain
389,az02,az02-1,0.6808,1.297,Cell,A,A is Better,Very likely
390,az02,az02-1,1.1601,1.0956,Cell,A,A is Better,Very likely
391,az02,az02-1,1.0982,0.95,Landline,Und,B is Better,Almost certain
392,az02,az02-1,0.7306,0.4435,Landline,A,A is Better,Almost certain
393,az02,az02-1,0.7313,0.4613,Cell,A,A is Better,Almost certain
394,az02,az02-1,1.1567,0.7294,Landline,A,A is Better,Almost certain
395,az02,az02-1,0.6444,0.4968,Cell,A,A is Better,Almost certain
396,az02,az02-1,1.1567,0.734,Landline,A,A is Better,Very likely
397,az02,az02-1,0.8563,1.0296,Cell,B,B is Better,Almost certain
398,az02,az02-1,0.9516,0.8327,Cell,A,A is Better,Almost certain
399,az02,az02-1,0.5178,0.3759,Cell,A,A is Better,Almost certain
400,az02,az02-1,1.0898,0.8777,Landline,A,A is Better,Very likely
401,az02,az02-1,0.6954,0.4226,Landline,A,A is Better,Almost certain
402,az02,az02-1,1.1601,1.1007,Cell,A,A is Better,Almost certain
403,az02,az02-1,1.2329,0.9931,Cell,A,A is Better,Almost certain
404,az02,az02-1,1.1831,0.9769,Cell,B,B is Better,Almost certain
405,az02,az02-1,0.7931,0.5123,Landline,B,B is Better,Very likely
406,az02,az02-1,0.6937,0.7857,Cell,A,A is Better,Almost certain
407,az02,az02-1,0.7699,0.6311,Cell,Und,Don't know,Almost certain
408,az02,az02-1,1.2329,1.149,Cell,B,B is Better,Somewhat likely
409,az02,az02-1,1.1951,0.8135,Cell,B,B is Better,Almost certain
410,az02,az02-1,1.2664,2.4374,Landline,A,B is Better,Very likely
411,az02,az02-1,1.1094,0.8277,Cell,B,B is Better,Almost certain
412,az02,az02-1,1.1586,0.723,Cell,B,B is Better,Almost certain
413,az02,az02-1,1.0251,0.847,Landline,B,B is Better,Almost certain
414,az02,az02-1,1.4216,2.223,Cell,B,B is Better,Almost certain
415,az02,az02-1,0.7009,0.4715,Landline,A,A is Better,Almost certain
416,az02,az02-1,0.8471,0.6936,Cell,B,B is Better,Almost certain
417,az02,az02-1,1.0902,0.7326,Cell,B,B is Better,Very likely
418,az02,az02-1,1.1027,0.6744,Cell,B,B is Better,Almost certain
419,az02,az02-1,1.0059,0.6189,Cell,B,B is Better,Somewhat likely
420,az02,az02-1,1.0406,0.9368,Landline,B,B is Better,Very likely
421,az02,az02-1,1.1247,0.957,Cell,B,B is Better,Very likely
422,az02,az02-1,1.1027,0.6808,Landline,Und,Don't know,Very likely
423,az02,az02-1,1.0376,0.6837,Landline,B,B is Better,Almost certain
424,az02,az02-1,0.9632,0.6696,Landline,A,A is Better,Very likely
425,az02,az02-1,1.0376,0.747,Landline,B,B is Better,Almost certain
426,az02,az02-1,1.1094,0.7977,Cell,A,A is Better,Almost certain
427,az02,az02-1,0.7995,0.557,Landline,B,B is Better,Almost certain
428,az02,az02-1,0.7939,0.527,Cell,A,B is Better,Very likely
429,az02,az02-1,1.5123,1.4404,Cell,B,B is Better,Almost certain
430,az02,az02-1,1.1027,0.6756,Cell,B,B is Better,Almost certain
431,az02,az02-1,0.9091,0.7543,Cell,B,B is Better,Almost certain
432,az02,az02-1,1.4052,1.6105,Cell,A,B is Better,Almost certain
433,az02,az02-1,0.8959,0.6528,Cell,B,B is Better,Very likely
434,az02,az02-1,0.7609,0.5344,Cell,B,B is Better,Almost certain
435,az02,az02-1,0.8703,0.5655,Cell,B,B is Better,Almost certain
436,az02,az02-1,0.97,0.6626,Cell,A,A is Better,Very likely
437,az02,az02-1,1.5728,7.4019,Landline,A,A is Better,Very likely
438,az02,az02-1,1.1115,0.7349,Landline,B,B is Better,Almost certain
439,az02,az02-1,1.0251,0.913,Landline,B,B is Better,Almost certain
440,az02,az02-1,1.3335,0.9359,Cell,A,A is Better,Almost certain
441,az02,az02-1,1.3272,1.2264,Cell,A,A is Better,Very likely
442,az02,az02-1,1.2557,0.9067,Landline,B,B is Better,Very likely
443,az02,az02-1,1.2047,0.8788,Cell,B,B is Better,Almost certain
444,az02,az02-1,1.3472,2.4252,Landline,A,A is Better,Almost certain
445,az02,az02-1,1.2557,0.851,Cell,Und,Don't know,Very likely
446,az02,az02-1,1.1604,1.1439,Landline,A,A is Better,Very likely
447,az02,az02-1,1.1656,0.8727,Landline,A,A is Better,Almost certain
448,az02,az02-1,1.1027,0.6744,Landline,B,B is Better,Almost certain
449,az02,az02-1,0.973,0.7881,Landline,A,A is Better,Very likely
450,az02,az02-1,1.3357,0.8139,Landline,A,A is Better,Not at all likely
451,az02,az02-1,1.0215,1.2718,Cell,B,Don't know,Almost certain
452,az02,az02-1,1.3968,1.2729,Landline,Und,B is Better,Not at all likely
453,az02,az02-1,0.9523,0.5527,Cell,B,B is Better,Almost certain
454,az02,az02-1,1.0059,0.6151,Cell,B,B is Better,Almost certain
455,az02,az02-1,1.4154,2.5395,Cell,A,A is Better,Almost certain
456,az02,az02-1,0.9615,1.6991,Cell,A,A is Better,Almost certain
457,az02,az02-1,1.6188,2.6997,Landline,B,B is Better,Almost certain
458,az02,az02-1,1.0059,0.6547,Cell,B,B is Better,Almost certain
459,az02,az02-1,1.0201,0.7682,Landline,B,B is Better,Almost certain
460,az02,az02-1,1.1951,0.8033,Cell,A,A is Better,Almost certain
461,az02,az02-1,1.0647,0.8545,Cell,A,A is Better,Very likely
462,az02,az02-1,1.2664,2.8034,Cell,Und,A is Better,Somewhat likely
463,az02,az02-1,1.2765,4.7753,Landline,A,A is Better,Not very likely
464,az02,az02-1,1.1593,0.9183,Landline,B,B is Better,Almost certain
465,az02,az02-1,0.8867,0.7305,Landline,A,Don't know,Very likely
466,az02,az02-1,0.7271,0.5124,Cell,A,A is Better,Almost certain
467,az02,az02-1,0.7851,0.6814,Landline,Und,B is Better,Very likely
468,az02,az02-1,1.0158,0.585,Landline,A,A is Better,Almost certain
469,az02,az02-1,1.0902,0.748,Cell,Und,B is Better,Almost certain
470,az02,az02-1,0.9558,0.6874,Landline,A,A is Better,Almost certain
471,az02,az02-1,1.2557,0.8464,Landline,B,B is Better,Almost certain
472,az02,az02-1,0.8739,0.9653,Cell,B,B is Better,Very likely
473,az02,az02-1,0.7931,0.5235,Landline,B,B is Better,Almost certain
474,az02,az02-1,1.0261,0.9501,Cell,B,B is Better,Almost certain
475,az02,az02-1,0.6394,0.4067,Landline,A,A is Better,Almost certain
476,az02,az02-1,0.8349,0.4494,Cell,A,A is Better,Almost certain
477,az02,az02-1,1.5304,7.0517,Cell,Und,B is Better,Not at all likely
478,az02,az02-1,0.8987,0.7034,Cell,A,A is Better,Almost certain
479,az02,az02-1,0.5721,0.4825,Cell,A,B is Better,Almost certain
480,az02,az02-1,0.6163,0.4925,Landline,B,B is Better,Almost certain
481,az02,az02-1,0.4929,0.3588,Landline,A,A is Better,Very likely
482,az02,az02-1,0.7931,0.5127,Landline,B,B is Better,Almost certain
483,az02,az02-1,1.7435,1.3852,Landline,Und,Don't know,Almost certain
484,az02,az02-1,1.0647,0.8096,Cell,A,A is Better,Almost certain
485,az02,az02-1,0.884,0.6141,Cell,Und,A is Better,Almost certain
486,az02,az02-1,1.243,1.4674,Landline,A,B is Better,Almost certain
487,az02,az02-1,1.0982,1.2621,Cell,A,A is Better,Almost certain
488,az02,az02-1,1.5247,2.36,Cell,B,B is Better,Almost certain
489,az02,az02-1,1.1027,0.6758,Landline,B,B is Better,Almost certain
490,az02,az02-1,1.3361,1.3126,Cell,A,A is Better,Almost certain
491,az02,az02-1,1.0237,0.6873,Landline,B,B is Better,Very likely
492,az02,az02-1,0.9632,0.7286,Cell,A,B is Better,Almost certain
493,az02,az02-1,1.0134,0.7667,Landline,B,B is Better,Almost certain
494,az02,az02-1,1.1539,1.0167,Cell,B,B is Better,Almost certain
495,az02,az02-1,0.6392,0.4247,Cell,A,A is Better,Almost certain
496,az02,az02-1,1.2346,1.6966,Landline,B,B is Better,Almost certain
497,az02,az02-1,0.7625,0.604,Landline,A,A is Better,Almost certain
498,az02,az02-1,1.1951,0.8032,Cell,B,B is Better,Very likely
499,az02,az02-1,1.4407,1.5395,Landline,B,B is Better,Almost certain
500,az02,az02-1,1.0043,0.661,Landline,Und,A is Better,Almost certain
501,az02,az02-1,1.0056,0.8046,Cell,A,A is Better,Almost certain
502,az02,az02-1,0.7851,0.8007,Cell,A,A is Better,Almost certain
503,az06,az06-3,1.0087,0.7801,Landline,A,A is Better,Almost certain
504,az06,az06-3,1.3169,1.3742,Landline,B,B is Better,Almost certain
505,az06,az06-3,1.0776,0.844,Cell,B,B is Better,Almost certain
506,az06,az06-3,0.6411,0.4249,Cell,B,B is Better,Almost certain
507,az06,az06-3,1.2254,1.4238,Cell,B,B is Better,Almost certain
508,az06,az06-3,1.0871,0.8253,Landline,B,B is Better,Very likely
509,az06,az06-3,1.0411,0.7605,Landline,B,Don't know,Almost certain
510,az06,az06-3,1.0935,0.8039,Cell,A,A is Better,Almost certain
511,az06,az06-3,0.7208,1.0421,Cell,B,B is Better,Almost certain
512,az06,az06-3,0.7642,0.5939,Cell,B,B is Better,Almost certain
513,az06,az06-3,1.2412,6.5604,Cell,A,A is Better,Not at all likely
514,az06,az06-3,1.0388,0.6934,Cell,A,A is Better,Very likely
515,az06,az06-3,1.2721,0.9024,Cell,A,A is Better,Almost certain
516,az06,az06-3,0.9039,0.6031,Cell,B,B is Better,Very likely
517,az06,az06-3,0.6256,0.4498,Landline,B,B is Better,Very likely
518,az06,az06-3,0.8144,0.508,Cell,B,B is Better,Already voted
519,az06,az06-3,1.0885,0.9436,Cell,B,B is Better,Almost certain
520,az06,az06-3,0.9131,0.8936,Cell,B,B is Better,Not at all likely
521,az06,az06-3,0.8412,0.5498,Cell,A,A is Better,Very likely
522,az06,az06-3,0.9688,0.6574,Cell,A,A is Better,Almost certain
523,az06,az06-3,1.4293,4.6332,Cell,Und,Don't know,Somewhat likely
524,az06,az06-3,1.1487,0.7084,Cell,B,B is Better,Almost certain
525,az06,az06-3,0.8651,0.4904,Cell,B,B is Better,Almost certain
526,az06,az06-3,0.9658,0.7305,Cell,Und,Don't know,Almost certain
527,az06,az06-3,1.1989,5.3521,Cell,Und,B is Better,Not very likely
528,az06,az06-3,0.9654,0.5918,Cell,A,A is Better,Almost certain
529,az06,az06-3,0.7298,0.4557,Cell,B,B is Better,Almost certain
530,az06,az06-3,1.146,1.1831,Cell,A,A is Better,Almost certain
531,az06,az06-3,0.6239,1.2901,Cell,B,B is Better,Not very likely
532,az06,az06-3,0.5998,0.3234,Cell,A,A is Better,Very likely
533,az06,az06-3,0.7234,0.4661,Cell,B,B is Better,Almost certain
534,az06,az06-3,1.3618,0.9861,Cell,A,A is Better,Almost certain
535,az06,az06-3,1.1,0.7006,Cell,A,A is Better,Very likely
536,az06,az06-3,1.0871,0.8253,Cell,A,A is Better,Almost certain
537,az06,az06-3,1.3395,0.9831,Cell,B,B is Better,Very likely
538,az06,az06-3,1.1752,0.7303,Cell,B,B is Better,Very likely
539,az06,az06-3,1.013,1.4324,Cell,A,A is Better,Almost certain
540,az06,az06-3,1.3017,1.2226,Cell,B,B is Better,Almost certain
541,az06,az06-3,0.9496,0.653,Cell,A,A is Better,Almost certain
542,az06,az06-3,1.1,0.9553,Cell,Und,B is Better,Almost certain
543,az06,az06-3,1.13,1.0127,Cell,B,B is Better,Almost certain
544,az06,az06-3,1.0885,1.1553,Cell,B,B is Better,Almost certain
545,az06,az06-3,1.0147,1.1766,Cell,A,A is Better,Almost certain
546,az06,az06-3,1.1487,0.7084,Cell,B,B is Better,Already voted
547,az06,az06-3,1.1169,0.9704,Cell,Und,B is Better,Almost certain
548,az06,az06-3,1.0885,1.1876,Cell,B,B is Better,Almost certain
549,az06,az06-3,1.3551,1.7958,Cell,Und,Don't know,Almost certain
550,az06,az06-3,0.8114,1.4405,Cell,B,B is Better,Almost certain
551,az06,az06-3,1.2721,1.1509,Cell,B,B is Better,Almost certain
552,az06,az06-3,1.1563,1.6019,Cell,B,B is Better,Very likely
553,az06,az06-3,0.894,0.9283,Cell,B,B is Better,Almost certain
554,az06,az06-3,0.805,0.447,Cell,A,A is Better,Almost certain
555,az06,az06-3,0.7234,0.4661,Cell,B,B is Better,Almost certain
556,az06,az06-3,1.0439,0.7386,Cell,B,B is Better,Almost certain
557,az06,az06-3,0.7862,0.5113,Cell,B,B is Better,Very likely
558,az06,az06-3,1.1563,1.3036,Cell,B,B is Better,Almost certain
559,az06,az06-3,1.2237,0.816,Cell,B,B is Better,Very likely
560,az06,az06-3,0.8144,0.4608,Cell,B,B is Better,Almost certain
561,az06,az06-3,1.3395,0.9535,Cell,B,B is Better,Almost certain
562,az06,az06-3,1.2772,2.4442,Cell,A,A is Better,Almost certain
563,az06,az06-3,1.3594,1.04,Cell,A,A is Better,Almost certain
564,az06,az06-3,1.0439,0.7386,Landline,B,B is Better,Almost certain
565,az06,az06-3,1.2483,0.7771,Cell,B,B is Better,Very likely
566,az06,az06-3,0.631,0.4398,Landline,A,A is Better,Almost certain
567,az06,az06-3,1.0144,0.8808,Landline,Und,B is Better,Very likely
568,az06,az06-3,1.2254,1.3216,Cell,B,B is Better,Almost certain
569,az06,az06-3,0.9018,0.582,Cell,B,B is Better,Almost certain
570,az06,az06-3,1.0294,0.7006,Cell,B,B is Better,Almost certain
571,az06,az06-3,1.1035,0.7582,Landline,B,B is Better,Very likely
572,az06,az06-3,1.0439,0.7386,Landline,B,B is Better,Almost certain
573,az06,az06-3,0.7466,0.4698,Landline,A,A is Better,Almost certain
574,az06,az06-3,1.1008,1.2927,Landline,A,A is Better,Very likely
575,az06,az06-3,0.9152,0.923,Landline,Und,Don't know,Almost certain
576,az06,az06-3,1.2131,0.8345,Landline,B,B is Better,Almost certain
577,az06,az06-3,1.0028,0.7967,Landline,A,A is Better,Almost certain
578,az06,az06-3,1.0981,1.0558,Cell,B,B is Better,Almost certain
579,az06,az06-3,1.0294,0.7212,Landline,Und,Don't know,Almost certain
580,az06,az06-3,1.122,5.3522,Cell,Und,Don't know,Not at all likely
581,az06,az06-3,0.9654,0.6054,Landline,A,A is Better,Almost certain
582,az06,az06-3,0.9714,0.6732,Landline,B,A is Better,Almost certain
583,az06,az06-3,0.7316,0.5267,Landline,A,A is Better,Almost certain
584,az06,az06-3,1.2752,1.0134,Landline,Und,A is Better,Very likely
585,az06,az06-3,0.7931,0.5067,Landline,A,A is Better,Already voted
586,az06,az06-3,0.8031,0.7652,Landline,A,A is Better,Very likely
587,az06,az06-3,0.9921,1.1255,Cell,B,B is Better,Not very likely
588,az06,az06-3,1.1035,0.7378,Cell,A,A is Better,Almost certain
589,az06,az06-3,0.7042,0.4447,Cell,B,B is Better,Almost certain
590,az06,az06-3,1.1933,1.3236,Cell,A,A is Better,Almost certain
591,az06,az06-3,0.5955,0.385,Cell,B,B is Better,Almost certain
592,az06,az06-3,0.7931,0.5,Cell,B,B is Better,Almost certain
593,az06,az06-3,0.8236,0.4952,Landline,Und,Don't know,[DO NOT READ] Don't know/Refused
594,az06,az06-3,0.8011,0.7196,Cell,B,B is Better,Almost certain
595,az06,az06-3,0.7466,0.4698,Landline,B,A is Better,Almost certain
596,az06,az06-3,0.8714,0.5437,Cell,A,A is Better,Almost certain
597,az06,az06-3,1.3017,1.1058,Cell,B,B is Better,Very likely
598,az06,az06-3,0.8511,0.5876,Landline,A,A is Better,Already voted
599,az06,az06-3,0.7316,0.466,Landline,A,A is Better,Almost certain
600,az06,az06-3,1.0215,2.4765,Cell,Und,Don't know,Not at all likely
601,az06,az06-3,1.08,2.6364,Landline,B,B is Better,Very likely
602,az06,az06-3,0.8019,1.4804,Cell,A,A is Better,Very likely
603,az06,az06-3,1.1752,0.7303,Cell,B,B is Better,Almost certain
604,az06,az06-3,0.8651,0.4904,Cell,B,B is Better,Already voted
605,az06,az06-3,0.9296,0.7112,Landline,B,B is Better,Very likely
606,az06,az06-3,0.9173,0.4863,Cell,A,A is Better,Almost certain
607,az06,az06-3,0.5998,0.3262,Cell,A,A is Better,Almost certain
608,az06,az06-3,1.0776,0.844,Cell,B,B is Better,Almost certain
609,az06,az06-3,0.853,0.605,Cell,B,B is Better,Almost certain
610,az06,az06-3,1.0028,0.7693,Landline,A,A is Better,Very likely
611,az06,az06-3,0.8331,0.4751,Cell,B,B is Better,Almost certain
612,az06,az06-3,0.8331,0.4751,Cell,B,B is Better,Almost certain
613,az06,az06-3,1.1089,0.7859,Cell,B,B is Better,Very likely
614,az06,az06-3,1.0388,0.7324,Cell,A,A is Better,Almost certain
615,az06,az06-3,1.3169,1.9245,Cell,B,B is Better,Somewhat likely
616,az06,az06-3,1.0318,0.6837,Cell,B,B is Better,Almost certain
617,az06,az06-3,1.0776,0.844,Landline,B,B is Better,Very likely
618,az06,az06-3,1.3131,1.4194,Cell,B,B is Better,Very likely
619,az06,az06-3,1.2169,1.0854,Cell,A,A is Better,Almost certain
620,az06,az06-3,1.0439,0.7386,Cell,B,B is Better,Very likely
621,az06,az06-3,1.3434,1.8245,Landline,B,B is Better,Very likely
622,az06,az06-3,0.958,0.7377,Cell,A,A is Better,Very likely
623,az06,az06-3,0.6887,0.438,Cell,A,A is Better,Almost certain
624,az06,az06-3,0.9552,0.878,Cell,A,A is Better,Almost certain
625,az06,az06-3,0.6887,0.438,Cell,A,A is Better,Almost certain
626,az06,az06-3,0.7663,0.9257,Cell,A,A is Better,Almost certain
627,az06,az06-3,0.8215,0.4506,Cell,B,B is Better,Almost certain
628,az06,az06-3,1.3568,6.5011,Cell,A,B is Better,Already voted
629,az06,az06-3,1.0839,0.7682,Cell,B,B is Better,Almost certain
630,az06,az06-3,0.7941,0.6037,Cell,B,B is Better,Almost certain
631,az06,az06-3,0.9613,0.7195,Cell,A,A is Better,Very likely
632,az06,az06-3,1.2299,2.2914,Cell,A,A is Better,Almost certain
633,az06,az06-3,0.8144,0.4608,Cell,A,A is Better,Almost certain
634,az06,az06-3,0.8011,0.7318,Cell,Und,B is Better,Almost certain
635,az06,az06-3,1.0626,0.8486,Cell,B,B is Better,Very likely
636,az06,az06-3,0.8196,0.582,Cell,Und,B is Better,Almost certain
637,az06,az06-3,0.7862,0.5113,Landline,B,B is Better,Almost certain
638,az06,az06-3,1.1089,0.7859,Landline,B,B is Better,Almost certain
639,az06,az06-3,1.0776,0.844,Cell,B,Don't know,Almost certain
640,az06,az06-3,1.0858,3.8969,Cell,A,A is Better,Very likely
641,az06,az06-3,0.7104,0.4382,Cell,A,A is Better,Almost certain
642,az06,az06-3,1.122,1.682,Cell,Und,Don't know,Almost certain
643,az06,az06-3,0.7466,0.4698,Cell,A,A is Better,Almost certain
644,az06,az06-3,0.8436,0.6317,Cell,B,B is Better,Almost certain
645,az06,az06-3,0.8744,0.6668,Cell,A,A is Better,Almost certain
646,az06,az06-3,1.0839,0.7624,Landline,B,B is Better,Very likely
647,az06,az06-3,0.7401,0.4805,Landline,B,B is Better,Almost certain
648,az06,az06-3,1.0236,0.5387,Landline,B,B is Better,Very likely
649,az06,az06-3,1.3317,1.1415,Landline,Und,A is Better,Almost certain
650,az06,az06-3,1.1035,0.7378,Cell,A,A is Better,Almost certain
651,az06,az06-3,1.2202,0.7538,Landline,B,B is Better,Very likely
652,az06,az06-3,1.1712,2.5942,Cell,A,A is Better,Very likely
653,az06,az06-3,0.8185,0.974,Cell,Und,A is Better,Not at all likely
654,az06,az06-3,1.5256,1.172,Cell,Und,B is Better,Not at all likely
655,az06,az06-3,1.0776,0.844,Landline,B,B is Better,Very likely
656,az06,az06-3,0.7862,0.5113,Landline,B,B is Better,Almost certain
657,az06,az06-3,1.1918,2.0164,Cell,B,B is Better,Almost certain
658,az06,az06-3,0.785,0.7419,Cell,A,A is Better,Almost certain
659,az06,az06-3,1.0776,0.844,Landline,B,B is Better,Almost certain
660,az06,az06-3,0.7466,0.518,Cell,A,A is Better,Very likely
661,az06,az06-3,1.3434,1.2477,Cell,B,B is Better,Almost certain
662,az06,az06-3,0.6025,0.4357,Landline,B,B is Better,Almost certain
663,az06,az06-3,1.1666,0.8789,Cell,A,A is Better,Almost certain
664,az06,az06-3,1.2173,0.9851,Landline,A,A is Better,Already voted
665,az06,az06-3,1.1122,1.7687,Cell,B,B is Better,Almost certain
666,az06,az06-3,0.9227,0.7013,Cell,A,A is Better,Almost certain
667,az06,az06-3,0.6068,0.3331,Landline,A,A is Better,Almost certain
668,az06,az06-3,0.9479,0.6786,Cell,B,B is Better,Very likely
669,az06,az06-3,1.0935,0.7611,Landline,B,B is Better,Almost certain
670,az06,az06-3,1.1073,0.924,Landline,A,A is Better,Almost certain
671,az06,az06-3,1.2202,0.7538,Landline,Und,A is Better,Almost certain
672,az06,az06-3,1.2202,0.7538,Cell,B,B is Better,Almost certain
673,az06,az06-3,1.152,0.7668,Landline,B,Don't know,Almost certain
674,az06,az06-3,0.7204,0.4674,Landline,B,B is Better,Almost certain
675,az06,az06-3,0.723,2.5216,Cell,B,B is Better,Very likely
676,az06,az06-3,1.1855,0.7141,Landline,B,B is Better,Almost certain
677,az06,az06-3,1.0871,0.8253,Landline,A,A is Better,Very likely
678,az06,az06-3,0.9018,0.6368,Cell,B,B is Better,Very likely
679,az06,az06-3,1.0087,0.7451,Landline,A,A is Better,Almost certain
680,az06,az06-3,0.9916,0.7822,Cell,B,B is Better,Almost certain
681,az06,az06-3,1.4293,3.1253,Landline,B,B is Better,Almost certain
682,az06,az06-3,1.0537,0.8917,Cell,B,B is Better,Very likely
683,az06,az06-3,1.1186,0.8138,Cell,A,A is Better,Almost certain
684,az06,az06-3,1.3338,3.1417,Cell,B,B is Better,Very likely
